country| aconfci|aconfci992|agdproi|agdproi992|agninci|agninci992|agweali|agweali992|ahweali|ahweali992|andproi|andproi992|apweali|apweali992|ehfghgi|enfcari|enfghgi|enncari|entcari|entonai|inyixxi|khfghgi|knfcari|knfghgi|knncari|kntcari|kntghgi|kntonai|mconfci|mgdproi|mgninci|mgweali|mhweali|mndproi|mnninci|mnweali|npopuli|npopuli001|npopuli051|npopuli101|npopuli111|npopuli151|npopuli201|npopuli202|npopuli251|npopuli301|npopuli302|npopuli351|npopuli401|npopuli402|npopuli451|npopuli501|npopuli502|npopuli551|npopuli601|npopuli602|npopuli651|npopuli701|npopuli702|npopuli751|npopuli801|npopuli802|npopuli851|npopuli901|npopuli902|npopuli951|npopuli991|npopuli992|npopuli993|npopuli994|npopuli995|npopuli996|npopuli997|npopuli998|xlcusxi
RS| 142486.400000| 176716.700000| 977970.400000| 1212913.300000| 947647| 1175305.100000| 23013.500000| 28542.200000|-428200.200000|-531068.900000| 835484| 1036196.600000| 1477378.600000| 1832296.900000| 61.088953| 56.118571| 81.717705| 6.835209| 49.283362| 21.121441| 0.764939| 8.768693| 8.055246| 11.729739| 0.981124| 7.074122| 10.105888| 3.031766| 1048415961088.000000| 7195910995968.000000| 6972791324672.000000| 169333800960.000000|-3150698992202.000000| 6147495428096.000000| 5924375232512.000000| 11039893618688.000000| 7358005| 347783| 356046| 335833|  360| 385593| 382364| 824558| 442193| 491695| 1015087| 523392| 555126| 1086254| 531128| 507047| 1003812| 496766| 476649| 963484| 486835| 407937| 687699| 279763| 206616| 312343| 105727| 33274| 39157| 5882| 1425255| 5932750| 1839644| 2090066| 2003041| 4406357| 1526392| 351858| 103.163292
RU| 126259| 162224.100000| 1058168.300000| 1359589.500000| 1026644.100000| 1319085.600000| 708171.400000| 909895.400000| 1972101.100000| 2533858| 931909.300000| 1197365.500000| 3388555.300000| 4353792| 910.552216| 1305.450305| 1678.584475|-255.430811| 1560.881116| 489.113366| 0.682764| 6.185484| 8.868072| 11.402814|-1.735170| 10.603241| 13.925843| 3.322602| 18555814805504.000000| 155515095089152.000000| 150882100445184.000000| 104077342015488.000000| 289832441390980.000000| 136959276089344.000000| 132326281445376.000000| 602080863584256.000000| 146966320| 8287924| 9229380| 7935755| 9853| 7129406| 7093386| 16359855| 9266470| 12777019| 25036342| 12259326| 10937270| 21008536| 10071267| 8917691| 19152542| 10234851| 10197271| 18474630| 8277360| 5783993| 8645146| 2861154| 3538628| 4923229| 1384599| 662219| 773729| 111510| 32582464| 114383856| 41396197| 40161081| 32826586| 91754547| 22629317| 5706810| 72.104912
RW| 56934.200000| 114674| 964605.500000| 1942859.800000| 942185.600000| 1897702.600000|-266124.400000|-536014.400000| 1103278.400000| 2222167.500000| 907671.400000| 1828185.900000| 1864908.600000| 3756204.800000| 7.224895| 1.083141| 8.899183|    0| 1.083141| 6.428050| 0.756665| 0.557811| 0.083626| 0.687078|    0| 0.083626| 0.579915| 0.496289| 748477480960.000000| 12681053470720.000000| 12386312388608.000000|-3498568318976.000000| 14504096550151.000000| 11932576776192.000000| 11637834645504.000000| 21018196312064.000000| 13146362| 1860569| 1694627| 1614857|  227| 1449306| 1202283| 2276838| 1074555| 998112| 1865910| 867798| 603785| 1048968| 445182| 351342| 667795| 316452| 259683| 438640| 178957| 104947| 168469| 63522| 36687| 53662| 16974| 5386| 6502| 1116| 6619358| 6527004| 4142746| 1716761| 667497| 6119189| 407814| 60389| 943.278076
SA| 11179| 16843.700000| 98835.500000| 148918.300000| 99751.100000| 150298| 81204.300000| 122352.900000| 140622.200000| 211879.700000| 87656.500000| 132074.600000| 226317.400000|  340| 297.143614| 592.592413| 694.731199| 24.996555| 567.595858| 130.887254| 0.773940| 8.535208| 17.021732| 19.955585| 0.718006| 16.303726| 20.063356| 3.759629| 402409881600.000000| 3557790580736.000000| 3590752829440.000000| 2923119509504.000000| 5061993836129.000000| 3155380666368.000000| 3188343177216.000000| 11069890232320.000000| 35997108| 3195295| 3199664| 2979072|  228| 2732183| 2654075| 5736909| 3082834| 3095788| 6590254| 3494466| 3659138| 6578199| 2919060| 2060246| 3365750| 1305504| 757065| 1121697| 364632| 195402| 336525| 141123| 105343| 145090| 39747| 13542| 16246| 2704| 12106216| 23890892| 12327162| 9943947| 1619783| 23028174| 862719| 161562| 3.750000
SB| 2024.400000| 4030.100000| 20524.600000| 40860| 20811.200000| 41430.500000| 11632.500000| 23157.700000| 39303.900000| 78245.400000| 18500.200000| 36829.900000| 59380.400000| 118213.300000|    0|    0|    0|    0|    0|    0| 0.889371|    0|    0|    0|    0|    0|    0|    0| 1399220096| 14186422655.000000| 14384510976.000000| 8040259584.000000| 27166482861.000000| 12787203072.000000| 12985290752.000000| 49083441152.000000| 691191| 100437| 92609| 80471|    2| 70478| 61793| 114615| 52821| 46147| 86948| 40801| 35387| 65881| 30494| 24593| 42876| 18283| 12944| 22288| 9344| 6906| 11178| 4272| 2181| 3083|  902|  285|  329|   44| 343995| 347196| 201561| 108756| 36879| 323261| 23935| 3414| 8.213413
SC| 16004.600000| 22787.900000| 185301.300000| 263837.500000| 174374.600000| 248279.800000|-76032|-108256.600000| 231641| 329817.400000| 169296.700000| 241049.600000| 234188.500000| 333444.500000| 0.488043| 0.937647| 1.249977| 0.364674| 0.572973| 0.110963| 1.066202| 4.962456| 9.534072| 12.709861| 3.708036| 5.826035| 6.954317| 1.128282| 1688969600| 19554844672.000000| 18401755136.000000|-8023656960.000000| 24445073568.000000| 17865875456.000000| 16712784896.000000| 16282025984.000000| 105530| 8575| 8222| 7726|    6| 6891| 7457| 15941| 8484| 8323| 16487| 8164| 8458| 15990| 7532| 6634| 12809| 6175| 4832| 7873| 3041| 1985| 3361| 1376|  887| 1396|  509|  212|  259|   47| 31413| 74117| 32427| 28798| 12892| 66056| 8061| 1659| 17.616518
SD| 139949.100000| 287760.900000| 2066056.900000| 4248189.500000| 1977338.400000| 4065768|-882113.900000|-1813786.900000| 628260| 1291817| 1926107.600000| 3960428.300000| 2225885.800000| 4576826.500000| 21.060046| 4.213076| 37.274299|-14.127009| 18.340085| 92.506582| 0.044284| 0.480283| 0.096081| 0.850055|-0.322172| 0.418253| 2.527903| 2.109650| 6219408343040.000000| 91816577728512.000000| 87873881636864.000000|-39201571602432.000000| 27920180978786.000000| 85597163094016.000000| 81654467002368.000000| 79549882695680.000000| 44440488| 6961112| 6055973| 5282465|  142| 4527831| 4051139| 7634402| 3583263| 3166926| 5846399| 2679473| 2004454| 3493059| 1488605| 1199164| 2236818| 1037655| 919014| 1624384| 705370| 425602| 635228| 209626| 92184| 129402| 37218| 11564| 13277| 1713| 22827380| 21613108| 13480800| 5729877| 2402430| 20129690| 1483417| 142820| 75.453366
SE| 96964.800000| 122652.700000| 565400.700000| 715186.500000| 592902.700000| 749974.400000| 728745.900000| 921805.100000| 1740735.300000| 2201890.500000| 468435.800000| 592533.800000| 2645114| 3345857| 41.688895| 65.228484| 83.451851| 26.738528| 38.489957| 9.492047| 0.870744| 4.249162| 6.648447| 8.505873| 2.725338| 3.923109| 4.890591| 0.967482| 971186700288.000000| 5662978342912.000000| 5938435063808.000000| 7299022716928.000000| 23330962800640.000000| 4691791446016.000000| 4967248166912.000000| 33792133693440.000000| 10015868| 519782| 541346| 535838| 2312| 500719| 581581| 1310164| 728583| 726421| 1379202| 652780| 630101| 1295545| 665444| 671644| 1299332| 627687| 565620| 1101914| 536294| 553042| 994138| 441096| 275941| 438851| 162910| 76264| 96727| 20462| 2097684| 7918184| 2689366| 2594876| 2633942| 5849862| 2068322| 537889| 9.210309
SG| 15507.800000| 18285| 95253.200000| 112312| 115513.200000| 136200.400000| 341184.300000| 402286.800000| 338377.800000| 398977.700000| 79745.500000| 94027| 602726.100000| 710667.900000| 53.298153| 104.408975| 134.951703| 68.190309| 36.218666| 2.837856| 0.869636| 9.203372| 18.029041| 23.303072| 11.774906| 6.254135| 6.744168| 0.490033| 89990766592.000000| 552749694976.000000| 670317674496.000000| 1979875590144.000000| 2370595717120.000000| 462758936576.000000| 580326850560.000000| 5477465849856.000000| 5802951| 224086| 199508| 216871|  679| 240933| 403945| 846497| 442551| 443095| 909543| 466447| 477356| 971946| 494591| 476377| 965279| 488901| 450893| 807893|  356| 187142| 287201| 100060| 71248| 111449| 40201| 16832| 21067| 4236| 881398| 4921553| 1756039| 1937225| 1228290| 4144158| 777396| 133196| 1.379742
SH|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0| 5420|  232|  263|  258|    0|  218|  205|  462|  257|  255|  571|  316|  292|  676|  384|  475|  940|  464|  467|  860|  393|  402|  684|  282|  151|  221|   69|   32|   39|    7|  971| 4449| 1033| 1615| 1802| 3113| 1335|  259|    0
SI| 5157.500000| 6423.900000| 26446.400000| 32940.100000| 26321| 32784| 36521.200000| 45488.800000| 56898.200000| 70869.300000| 21288.900000| 26516.300000| 97222.300000| 121094.800000| 10.482767| 15.816761| 19.027988| 3.489977| 12.326785| 2.637593| 0.840030| 5.042367| 7.608097| 9.152744| 1.678730| 5.929366| 7.198088| 1.268721| 10921657344.000000| 56003907584.000000| 55738515456.000000| 77338763264.000000| 120489942307.000000| 45082251264.000000| 44816855040.000000| 283220672512.000000| 2117641| 102501| 110958| 108477|  264| 95534| 106528| 223571| 117043| 138024| 290747| 152724| 161909| 313371| 151462| 151445| 302887| 151442| 143931| 279648| 135718| 101186| 177563| 76377| 58508| 94155| 35647| 14688| 17969| 3281| 417469| 1700172| 514318| 616257| 569598| 1274504| 425667| 112387| 0.875506
SK| 3647.300000| 4596.700000| 20757.300000| 26160| 20819.800000| 26238.800000| 22302.200000| 28107| 44417.300000| 55978.200000| 17109.900000| 21563.300000| 66203.200000| 83434.600000| 29.233141| 39.931557| 49.219765| 9.948265| 29.983293| 6.148231| 0.824999| 5.354406| 7.313951| 9.015200| 1.822146| 5.491806| 6.617929| 1.126123| 19902296064.000000| 113265819648.000000| 113606967296.000000| 121695862784.000000| 242370790323.000000| 93363519488.000000| 93704675328.000000| 482945400832.000000| 5456681| 293201| 289846| 281399|  248| 262501| 289233| 648376| 359143| 407235| 842373| 435137| 454677| 860937| 406260| 346232| 703182| 356950| 356827|  688| 332172| 239283| 399336| 160053| 102484| 159013| 56529| 23029| 27276| 4247| 1126946| 4329735| 1490748| 1564119| 1274869| 3411692| 918042| 186535| 0.875506
SL| 444.700000| 903.300000| 9097.500000| 18481| 8990.200000| 18263.100000| 4036.100000| 8199.100000| 16533039| 33585888| 8652.800000| 17577.700000| 42939.100000| 87228.200000| 5.098220| 2.156319| 6.950328| 0.679186| 1.477133| 6.886351| 0.533158| 0.639116| 0.270318| 0.871298| 0.085143| 0.185174| 1.048452| 0.863278| 3661346048.000000| 74908393472.000000| 74025107456.000000| 33233055744.000000| 136132544167021.000000| 71247044608.000000| 70363758592.000000| 386792128512.000000| 8233970| 1175255| 1092883| 1007762|   11| 904805| 782348| 1442252| 659904| 558120| 1025560| 467441| 387358| 705781| 318422| 259491| 465570| 206079| 154969| 264724| 109755| 75228| 120665| 45436| 20492| 27123| 6631| 1406| 1584|  177| 4180704| 4053266| 2467811| 1171350| 414105| 3794129| 259136| 28717| 9.829927
SM| 9575.500000| 11744.300000| 45504.500000| 55811| 41132.800000| 50449.100000| 8383.600000| 10282.400000| 55123.500000| 67608.600000| 35929| 44066.700000| 63660.900000| 78079.700000| 0.432543| 0.665306| 1.034614| 0.508374| 0.156931| 0.038560| 0.873947| 12.747731| 19.607603| 30.491693| 14.982584| 4.625018| 5.761451| 1.136433| 325634016| 1547470542| 1398802816| 285100832| 1874584466| 1221836544| 1073168768| 2450016000.000000| 34007| 1179| 1632| 1739|   10| 1729| 1707| 3321| 1613| 1703| 3763| 2060| 2612| 5612| 3000| 3137| 6037| 2900| 2298| 4189| 1891| 1633| 2872| 1239|  961| 1567|  605|  288|  362|   74| 6280| 27727| 7083| 11648| 8997| 21027| 6699| 1937| 0.877475
SN| 126075.300000| 266582.500000| 996992.600000| 2108111.300000| 973213.100000| 2057830.100000|-391066.200000|-826897.800000| 1132631.400000| 2394915.500000| 870917.300000| 1841528.800000| 1630545.100000| 3447739| 19.208807| 10.573160| 24.303895| 0.996002| 9.577158| 15.753718| 0.861639| 1.147210| 0.631462| 1.451505| 0.059484| 0.571978| 1.512840| 0.940862| 2072188944384.000000| 16386689597440.000000| 15995846524928.000000|-6427610447872.000000| 18616065314076.000000| 14314501046272.000000| 13923656925184.000000| 20372225261568.000000| 16436120| 2530962| 2330085| 2052827|    1| 1749085| 1475790| 2746708| 1270917| 1106242| 2044074| 937832| 763359| 1357809| 594450| 461960| 823464| 361504| 279574| 494876| 215302| 147063| 243221| 96158| 46565| 60792| 14227| 2129| 2222|   93| 8662958| 7773162| 4790780| 2181272| 801110| 7251625| 521536| 63014| 575.585999
SO| 1153210| 2757424.300000| 16433272| 39293364| 16423117| 39269084| 11985443| 28658224| 30076126| 71914608| 15280062| 36535944| 61500008| 147051808| 18.310432| 0.876561| 24.885013| 0.114917| 0.761644| 28.852218| 0.823005| 1.152091| 0.055153| 1.565763| 0.007231| 0.047923| 1.863301| 1.815379| 19070653038592.000000| 271757277659136.000000| 271589354504192.000000| 198203462909952.000000| 497369386793002.000000| 252686633009152.000000| 252518709854208.000000| 1215230126325760.000000| 16537016| 3123197| 2573505| 2131874|   23| 1792330| 1487426| 2625873| 1138448| 939353| 1732753| 793400| 629255| 1128205| 498950| 406563| 735628| 329065| 261070| 458563| 197493| 121586| 188139| 66553| 33176| 44123| 10946| 2481| 2806|  325| 9620905| 6916111| 4358626| 1863833| 693652| 6483529| 432582| 46951| 24300
SR| 26279.400000| 40944.800000| 223250.400000| 347836.400000| 187162.400000| 291609.400000|-46465.900000|-72396.400000| 235057.400000| 366232.300000| 196971| 306891.700000| 502424.400000| 782804.800000| 1.661452| 1.982020| 2.857128|-0.673515| 2.655536| 0.970103| 0.285694| 2.832187| 3.378643| 4.870392|-1.148105| 4.526749| 6.180432| 1.653683| 15953318912.000000| 135527516579.000000| 113619763200.000000|-28207816704.000000| 142695106403.000000| 119574200320.000000| 97666433024.000000| 276796440576.000000| 607065| 54150| 53756| 54595|   45| 54935| 51555| 97015| 45459| 44063| 87689| 43626| 36830| 74045| 37215| 34416| 65000| 30583| 22692| 39034| 16342| 10804| 18543| 7740| 4618| 7107| 2489|  910| 1156|  246| 217435| 389630| 184703| 139044| 65884| 346438| 43192| 8307| 9.309545
SS| 165711.400000| 388904.900000| 2834095.800000| 6651284.500000| 2554705.300000| 5995588.500000|-166659.900000|-391131| 671762.500000| 1576546.400000| 2668384.300000| 6262379.500000| 2894121.500000| 6792157.500000| 4.631700| 1.088577| 9.630958|-1.298117| 2.386695| 53.472117| 0.176552| 0.413776| 0.097249| 0.860389|-0.115968| 0.213217| 4.990190| 4.776972| 1757572759552.000000| 30059063573973.000000| 27095784751104.000000|-1767633190912.000000| 7124865728468.000000| 28301489864704.000000| 25338211991552.000000| 28546693070848.000000| 10606227| 1551259| 1776533| 1497779|    2| 1261370| 789783| 1358582| 568799| 507477| 1063008| 555531| 534175| 993641| 459465| 350324| 613497| 263173| 193524| 324391| 130867| 87465| 138062| 50597| 21521| 27540| 6019|  555|  569|   14| 6086940| 4519287| 2421589| 1607136| 490562| 4222249| 297038| 28110| 715.016247
ST| 3055.300000| 6313.100000| 66859.800000| 138152.100000| 67075.600000| 138598.100000|-26589.200000|-54941.100000| 49434| 102145.300000| 63804.500000| 131839| 109891.700000| 227068.800000| 0.211316| 0.184916| 0.345227| 0.063464| 0.121452| 0.100413| 0.698493| 0.964214| 0.843753| 1.575234| 0.289579| 0.554174| 1.012349| 0.458175| 668009216| 14618293248.000000| 14665477120.000000|-5813485568.000000| 10808303135.000000| 13950283776.000000| 13997467648.000000| 18213349376.000000| 218641| 30394| 30220| 28185|    0| 24030| 18090| 32726| 14636| 13348| 26959| 13611| 11608| 20565| 8957| 7094| 12952| 5858| 4329| 7405| 3076| 1998| 3578| 1580| 1078| 1514|  436|  102|  118|   15| 112828| 105813| 59684| 33516| 12613| 97528| 8284| 1631| 21.507059
SU|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0| 0.811870|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0| 299873248| 21029733| 22157941| 19480457| 16542| 16832224| 16964625| 37924012| 20959387| 25563442| 49382388| 23818947| 20916559| 40172032| 19255475| 17370189| 36286364| 18916177| 17956603| 32133986| 14177383| 9735685| 15044629| 5308944| 5886362| 8186552| 2300190| 1042745| 1226383| 183638| 79500352| 220372896| 87306403| 76458403| 56608089| 181721397| 38651486| 9429475| 72.104912
SV| 265.800000| 413.500000| 4650.300000| 7235.600000| 4415.900000| 6870.900000|-1666.100000|-2592.300000| 3394.900000| 5282.200000| 4384.600000| 6822.100000| 6496.700000| 10108.400000| 9.874567| 7.953724| 12.570394| 2.056792| 5.896931| 3.782178| 0.851923| 1.522395| 1.226252| 1.938020| 0.317103| 0.909150| 1.492261| 0.583111| 1672449664| 29263302656.000000| 27788222464.000000|-10484008960.000000| 21362957963.000000| 27590852608.000000| 26115772416.000000| 30398193664.000000| 6292731| 517019| 560556| 563819|  486| 606975| 663829| 1249274| 585445| 451675| 833840| 382166| 370454| 702552| 332098| 296119| 543540| 247421| 205207| 374706| 169499| 132673| 229938| 97265| 62428| 94348| 31920| 12575| 15680| 3104| 2248370| 4044361| 2083114| 1246092| 715156| 3534411| 509949| 110513|    1
SX| 8406.400000| 11023.400000| 56831.900000| 74524.700000| 61227.700000| 80289| 18391.900000| 24117.600000| 64371.300000| 84411.300000| 48425.500000| 63501.200000| 115374.100000| 151292.200000|    0|    0|    0|    0|    0|    0| 0.892761|    0|    0|    0|    0|    0|    0|    0| 366694464| 2479062834.000000| 2670815232.000000| 802272256| 2807940255.000000| 2112368384| 2304120832.000000| 5835006976.000000| 43621| 1155| 1382| 2905|    1| 4914| 5284| 7222| 1937|  126|  383|  257| 2275| 7343| 5068| 5914| 11000| 5086| 3422| 5475| 2053| 1188| 1680|  492|  143|  161|   18|    2|    6|    4| 10356| 33265| 7603| 18341| 7321| 29365| 3899|  167| 1.790000
SY| 179047.200000| 337587.200000| 4879007.500000| 9199195| 4806604| 9062681| 1434467.300000| 2704637| 8802053| 16595959| 4699960.500000| 8861608| 13703735| 25837906| 38.032697| 39.548555| 51.324888|-2.836290| 42.384845| 14.096099| 0.170365| 2.173215| 2.259832| 2.932740|-0.162068| 2.421900| 3.227361| 0.805461| 3719275479040.000000| 101349651906560.000000| 99845641601024.000000| 29797608587264.000000| 182841495315780.000000| 97630378000384.000000| 96126367694848.000000| 314459755118592.000000| 20772596| 1835971| 2440118| 2884035|   83| 2595242| 2011284| 3313305| 1302021| 1206704| 2453179| 1246475| 1194575| 2243853| 1049278| 871916| 1540352| 668436| 521146| 904337| 383191| 267751| 425247| 157496| 85701| 124374| 38673| 11080| 12504| 1424| 9755366| 11017230| 5766482| 3784205| 1466543| 10071832| 945397| 136960| 994.861111
SZ| 5996.800000| 11047.500000| 65087.500000| 119906.400000| 58441.300000| 107662.600000| 6.700000| 12.300000| 43564.100000| 80255.300000| 59090.700000| 108859| 63533.400000| 117043.400000| 4.159824| 4.142602| 6.431856| 2.827847| 1.314754| 1.304794| 0.853505| 3.585548| 3.570704| 5.543920| 2.437455| 1.133249| 2.257912| 1.124664| 7080135680.000000| 76845883392.000000| 68999028736.000000| 7913602| 51434177976.000000| 69765742592.000000| 61918892032.000000| 60322979840.000000| 1180655| 141538| 141429| 135454|   10| 121353| 107622| 217349| 109727| 98671| 179433| 80762| 58717| 102772| 44056| 37294| 68920| 31625| 25802| 46084| 20282| 13348| 20745| 7396| 3653| 5057| 1405|  430|  517|   86| 539773| 640882| 396780| 171691| 72411| 594272| 46609| 5583| 16.470257
TC| 3516.200000| 4537.500000| 22805.200000| 29428.500000| 22327.900000| 28812.600000| 5730.200000| 7394.500000| 29706| 38333.500000| 19288.900000| 24891.100000| 38346.500000| 49483.500000|    0|    0|    0|    0|    0|    0| 0.915681|    0|    0|    0|    0|    0|    0|    0| 155685088| 1009722233| 988589248| 253711936| 1315261485| 854037120| 832904128| 1951539840| 44276| 2630| 2257| 2558|    2| 2521| 2923| 6053| 3130| 3699| 7787| 4088| 4058| 7829| 3770| 3298| 6109| 2811| 2120| 3728| 1609| 1052| 1804|  752|  517|  838|  321|  136|  166|   30| 9965| 34311| 13839| 13936| 6536| 29895| 4417| 1005|    1
TD| 30903.800000| 74404.800000| 468885.400000| 1128900.300000| 460000.100000| 1107507.800000| 53705.700000| 129303.200000| 895256.500000| 2155441.800000| 437981.600000| 1054495.400000| 1439576.300000| 3465959.800000| 33.332022| 1.135084| 62.881233| 0.170927| 0.964156| 69.199700| 0.790271| 2.029240| 0.069103| 3.828184| 0.010406| 0.058697| 4.271547| 4.212850| 514385018880.000000| 7804457320448.000000| 7656564588544.000000| 893915496448.000000| 14901276514653.000000| 7290072072192.000000| 7142180388864.000000| 24855233691648.000000| 16644701| 3137951| 2637019| 2183982|   32| 1772422| 1467105| 2661022| 1193917| 956029| 1730844| 774815| 664969| 1219171| 554201| 421143| 737697| 316554| 226270| 381882| 155612| 91188| 145491| 54302| 26054| 34993| 8939| 1942| 2201|  259| 9731373| 6913328| 4391865| 1956867| 564596| 6575001| 338327| 37225| 575.585999
TG| 35272.900000| 71849| 564803.600000| 1150475.400000| 565598.300000| 1152094.100000|-224341.800000|-456972.600000| 776952.100000| 1582610.900000| 529530.700000| 1078626.400000| 835988.800000| 1702865.500000| 12.341978| 7.867682| 16.816467| 4.687786| 3.179897| 9.377133| 0.903628| 1.490807| 0.950350| 2.031287| 0.566245| 0.384105| 1.516783| 1.132679| 297793912832.000000| 4768399360000.000000| 4775108673536.000000|-1894023823360.000000| 6559480295369.000000| 4470605348864.000000| 4477314662400.000000| 5163878187008.000000| 8442580| 1254110| 1141774| 1023178|    0| 878798| 749445| 1402892| 653447| 571886| 1066407| 494521| 421664| 766453| 344789| 274386| 488438| 214052| 162346| 280958| 118612| 77625| 118292| 40666| 16369| 20664| 4296|  586|  621|   35| 4297859| 4144721| 2469298| 1254890| 420533| 3886534| 258187| 21285| 575.585999
TH| 44867.500000| 57492.200000| 236261.900000| 302740.400000| 227806.800000| 291906.200000| 129419.300000| 165834.900000| 168495.200000| 215905.700000| 191394.400000| 245248.300000| 221619.800000| 283978.400000| 178.780058| 263.133849| 345.069290|-4.966315| 268.100164| 119.174780| 0.927410| 2.561320| 3.769827| 4.943688|-0.071151| 3.840978| 5.548354| 1.707376| 3206935216128.000000| 16886978838528.000000| 16282638352384.000000| 9250332999680.000000| 12043305714304.000000| 13680044408832.000000| 13075703922688.000000| 22571250614272.000000| 71475664| 3462602| 3942320| 4078340| 27054| 4212013| 4893144| 9944582| 5051438| 5038649| 10293774| 5255125| 5082536| 10281240| 5198704| 5438153| 10712916| 5274764| 4648236| 8172038| 3523803| 2502605| 4128138| 1625533| 1164978| 1835794| 670816| 297135| 384855| 87720| 15695276| 55780388| 20238356| 20994156| 14547877| 45880744| 9899642| 2247702| 31.293673
TJ| 1498.700000| 2765.800000| 10567.500000| 19501.500000| 12513.900000| 23093.400000|-849.700000|-1568.100000| 17067.500000| 31496.800000| 9068.800000| 16735.700000| 27959.300000| 51596.600000| 10.890685| 5.947547| 13.644146| 2.946736| 3.000811| 8.503896| 0.832525| 1.141863| 0.623586| 1.430557| 0.308958| 0.314628| 1.206242| 0.891614| 14302537728.000000| 100847951872.000000| 119422525440.000000|-8108969984.000000| 162879067827.000000| 86545408000.000000| 105119989760.000000| 258712354816.000000| 9543207| 1270953| 1206636| 1005147|   27| 889179| 846264| 1679036| 832773| 789958| 1392581| 602623| 467372| 872904| 405532| 358607| 679839| 321232| 238097| 381138| 143041| 75292| 115873| 40581| 31636| 45392| 13757| 3974| 4505|  531| 4371915| 5171292| 3071617| 1552742| 546933| 4862456| 308836| 49923| 10.321942
TK|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0| 1827|  167|  169|  212|    0|  161|  142|  269|  126|  108|  222|  113|  114|  198|   84|  119|  208|   89|   69|  123|   54|   32|   66|   34|   23|   34|   11|    3|    3|    0|  708| 1119|  489|  405|  225|  963|  156|   37|    0
TL| 223.700000| 429.200000| 3181.600000| 6103.300000| 3468.500000| 6653.700000| 19768.300000| 37921.800000| 14961| 28699.900000| 2957.900000| 5674.100000| 20946.300000| 40181.600000|    0|    0|    0|    0|    0|    0| 0.522874|    0|    0|    0|    0|    0|    0|    0| 290827584| 4136030252.000000| 4509028864.000000| 25698686976.000000| 19449262145.000000| 3845202688.000000| 4218201600.000000| 52928794624.000000| 1299995| 157344| 153377| 156564|    4| 155035| 132993| 240537| 107545| 89075| 157918| 68843| 53984| 104754| 50770| 43918| 77744| 33826| 26889| 51992| 25103| 22233| 35915| 13683| 5880| 8003| 2123|  685|  813|  127| 622319| 677676| 398454| 182497| 96725| 607839| 69837| 8819|    1
TM| 3563.100000| 5847.200000| 28899.900000| 47426| 30209.300000| 49574.800000| 9518.600000| 15620.500000| 50271.700000| 82498| 25336.800000| 41578.800000| 66774.900000| 109580.600000| 65.250611| 54.016148| 83.416167|-3.814721| 57.830868| 43.325436| 0.887764| 10.818844| 8.956120| 13.830774|-0.632498| 9.588617| 16.772169| 7.183551| 22270777344.000000| 180637106176.000000| 188821372928.000000| 59495686144.000000| 314220185193.000000| 158366318592.000000| 166550601728.000000| 476868378624.000000| 6250438| 698575| 689477| 564128|   11| 489439| 509450| 1064630| 555180| 543189| 981451| 438261| 363179| 686422| 323242| 292575| 565130| 272556| 216432| 355560| 139128| 75224| 113137| 37912| 28889| 39402| 10512| 2782| 3082|  300| 2441618| 3808820| 2046080| 1251551| 511189| 3514063| 294757| 42494| 3.500000
TN| 1481.700000| 2170.500000| 12209.600000| 17885.500000| 11911.400000| 17448.800000|-5007.200000|-7335| 13686.400000| 20049| 10727.900000| 15715.100000| 21529| 31537.400000| 26.216188| 27.953634| 38.855276|-2.283964| 30.237597| 12.650008| 0.805666| 2.218211| 2.365220| 3.287632|-0.193251| 2.558471| 3.628817| 1.070346| 18019514368.000000| 148489191424.000000| 144863592448.000000|-60896694272.000000| 166450423025.000000| 130469675008.000000| 126844076032.000000| 182260563968.000000| 12161723| 1055843| 1063797| 914717|  257| 825168| 820388| 1753357| 932968| 984705| 1931944| 947238| 873335| 1649198| 775863| 723991| 1383728| 659737| 540680| 930519| 389839| 270173| 462205| 192032| 114973| 171256| 56283| 16831| 19737| 2905| 3859525| 8302198| 3685299| 3032926| 1583973| 7258905| 1043293| 191249| 2.812358
TO| 934.700000| 1720| 12459.500000| 22928| 13608.800000| 25043| 2045.600000| 3764.300000| 24320.600000| 44754.800000| 11524.800000| 21208| 39226.200000| 72184.100000|    0|    0|    0|    0|    0|    0| 0.854004|    0|    0|    0|    0|    0|    0|    0| 98377864| 1311413205| 1432385152| 215308976| 2559841479.000000| 1213035392| 1334007168| 4344025088.000000| 105254| 12335| 12612| 11970|    0| 11141| 8866| 16377| 7511| 6375| 12525| 6150| 5378| 10436| 5058| 4900| 8491| 3591| 2862| 5135| 2273| 1724| 2917| 1193|  816| 1186|  370|  114|  133|   19| 48057| 57197| 28901| 18927| 9369| 50690| 6507| 1318| 2.299562
